timestamp,tool,config,repo,file,file_path_rel,findings_count,consensus_relevant,elapsed_s,findings_detail
2026-02-09T20:24:40.364097,semgrep:auto,auto,arslanali9797,secondchaincode.go,arslanali9797/secondchaincode.go,0,0,3.159,NO_FINDINGS
2026-02-09T20:24:43.545523,semgrep:auto,auto,arsulegai,key_value.go,arsulegai/key_value.go,0,0,3.181,NO_FINDINGS
2026-02-09T20:24:46.674394,semgrep:auto,auto,arthurmsouza,boleto.go,arthurmsouza/boleto.go,0,0,3.129,NO_FINDINGS
2026-02-09T20:24:49.837562,semgrep:auto,auto,asararatnakar,chaincode_example02.go,asararatnakar/chaincode_example02.go,0,0,3.163,NO_FINDINGS
2026-02-09T20:24:52.905507,semgrep:auto,auto,asararatnakar,newkeyperinvoke.go,asararatnakar/newkeyperinvoke.go,0,0,3.067,NO_FINDINGS
2026-02-09T20:24:56.032524,semgrep:auto,auto,aschmidt75,pcs.go,aschmidt75/pcs.go,0,0,3.127,NO_FINDINGS
2026-02-09T20:24:59.132860,semgrep:auto,auto,ashokcin1,main.go,ashokcin1/main.go,0,0,3.1,NO_FINDINGS
2026-02-09T20:25:01.991944,semgrep:auto,auto,ashwanihlf,samplecc.go,ashwanihlf/samplecc.go,0,0,2.859,NO_FINDINGS
2026-02-09T20:25:05.026542,semgrep:auto,auto,ASomething,eventsender.go,ASomething/eventsender.go,0,0,3.035,NO_FINDINGS
2026-02-09T20:25:08.650327,semgrep:auto,auto,austinfifield,main.go,austinfifield/main.go,0,0,3.624,NO_FINDINGS
2026-02-09T20:25:11.494146,semgrep:auto,auto,Avery7Li,chaincode.go,Avery7Li/chaincode.go,0,0,2.844,NO_FINDINGS
2026-02-09T20:25:14.331064,semgrep:auto,auto,BadBaman,marbles_chaincode.go,BadBaman/marbles_chaincode.go,0,0,2.837,NO_FINDINGS
2026-02-09T20:25:17.324418,semgrep:auto,auto,BadBaman,odschaincode.go,BadBaman/odschaincode.go,0,0,2.993,NO_FINDINGS
2026-02-09T20:25:20.416388,semgrep:auto,auto,bairathirahul,genesiskyc.go,bairathirahul/genesiskyc.go,0,0,3.092,NO_FINDINGS
2026-02-09T20:25:23.627722,semgrep:auto,auto,BCEvanFang,abac.go,BCEvanFang/abac.go,0,0,3.211,NO_FINDINGS
2026-02-09T20:25:26.496719,semgrep:auto,auto,BCEvanFang,chaincode_example02.go,BCEvanFang/chaincode_example02.go,0,0,2.867,NO_FINDINGS
2026-02-09T20:25:29.366624,semgrep:auto,auto,BCEvanFang,fabcar.go,BCEvanFang/fabcar.go,0,0,2.868,NO_FINDINGS
2026-02-09T20:25:32.407770,semgrep:auto,auto,BCEvanFang,marbles_chaincode.go,BCEvanFang/marbles_chaincode.go,0,0,3.041,NO_FINDINGS
2026-02-09T20:25:35.195542,semgrep:auto,auto,BCEvanFang,marbles_chaincode_private.go,BCEvanFang/marbles_chaincode_private.go,0,0,2.788,NO_FINDINGS
2026-02-09T20:25:37.985658,semgrep:auto,auto,BCEvanFang,sacc.go,BCEvanFang/sacc.go,0,0,2.79,NO_FINDINGS
2026-02-09T20:25:40.766617,semgrep:auto,auto,BCEvanFang,simpleasset.go,BCEvanFang/simpleasset.go,0,0,2.78,NO_FINDINGS
2026-02-09T20:25:43.748699,semgrep:auto,auto,bcken001a,chaincode2.go,bcken001a/chaincode2.go,0,0,2.982,NO_FINDINGS
2026-02-09T20:25:46.992017,semgrep:auto,auto,bezant-developers,simpleChaincode.go,bezant-developers/simpleChaincode.go,0,0,3.243,NO_FINDINGS
2026-02-09T20:25:50.042383,semgrep:auto,auto,bgaughran,abac.go,bgaughran/abac.go,0,0,3.05,NO_FINDINGS
2026-02-09T20:25:53.130340,semgrep:auto,auto,bgaughran,chaincode_example02.go,bgaughran/chaincode_example02.go,0,0,3.087,NO_FINDINGS
2026-02-09T20:25:56.264213,semgrep:auto,auto,bgaughran,fabcar.go,bgaughran/fabcar.go,0,0,3.134,NO_FINDINGS
2026-02-09T20:25:59.399768,semgrep:auto,auto,bgaughran,marbles_chaincode.go,bgaughran/marbles_chaincode.go,0,0,3.136,NO_FINDINGS
2026-02-09T20:26:02.233784,semgrep:auto,auto,bgaughran,marbles_chaincode_private.go,bgaughran/marbles_chaincode_private.go,0,0,2.834,NO_FINDINGS
2026-02-09T20:26:05.128355,semgrep:auto,auto,bgaughran,sacc.go,bgaughran/sacc.go,0,0,2.895,NO_FINDINGS
2026-02-09T20:26:08.000155,semgrep:auto,auto,bhagyanik,BR31A1.go,bhagyanik/BR31A1.go,0,0,2.871,NO_FINDINGS
2026-02-09T20:26:11.139818,semgrep:auto,auto,bhagyanik,DWPB.go,bhagyanik/DWPB.go,0,0,3.14,NO_FINDINGS
2026-02-09T20:26:14.319659,semgrep:auto,auto,BingHongLi,chaincode_tutorial.go,BingHongLi/chaincode_tutorial.go,0,0,3.18,NO_FINDINGS
2026-02-09T20:26:17.202447,semgrep:auto,auto,bluezd,certificate.go,bluezd/certificate.go,0,0,2.882,NO_FINDINGS
2026-02-09T20:26:20.121095,semgrep:auto,auto,bluezd,integralTrace.go,bluezd/integralTrace.go,0,0,2.918,NO_FINDINGS
2026-02-09T20:26:23.233147,semgrep:auto,auto,bluezd,marathon.go,bluezd/marathon.go,0,0,3.112,NO_FINDINGS
2026-02-09T20:26:26.028638,semgrep:auto,auto,BOCno1team,chaincode.go,BOCno1team/chaincode.go,0,0,2.794,NO_FINDINGS
2026-02-09T20:26:28.871954,semgrep:auto,auto,boohyung,fabcar.go,boohyung/fabcar.go,0,0,2.843,NO_FINDINGS
2026-02-09T20:26:31.980092,semgrep:auto,auto,boohyung,ping.go,boohyung/ping.go,0,0,3.108,NO_FINDINGS
2026-02-09T20:26:35.153479,semgrep:auto,auto,bugfrog1024,abac.go,bugfrog1024/abac.go,0,0,3.172,NO_FINDINGS
2026-02-09T20:26:37.994259,semgrep:auto,auto,bugfrog1024,bMRP.go,bugfrog1024/bMRP.go,0,0,2.841,NO_FINDINGS
2026-02-09T20:26:41.117484,semgrep:auto,auto,bugfrog1024,chaincode_AtoreAndAccess.go,bugfrog1024/chaincode_AtoreAndAccess.go,0,0,3.122,NO_FINDINGS
2026-02-09T20:26:44.221428,semgrep:auto,auto,bugfrog1024,chaincode_example02.go,bugfrog1024/chaincode_example02.go,0,0,3.104,NO_FINDINGS
2026-02-09T20:26:47.176986,semgrep:auto,auto,bugfrog1024,charity_contract.go,bugfrog1024/charity_contract.go,0,0,2.956,NO_FINDINGS
2026-02-09T20:26:50.396672,semgrep:auto,auto,bugfrog1024,fabcar.go,bugfrog1024/fabcar.go,0,0,3.22,NO_FINDINGS
2026-02-09T20:26:53.445694,semgrep:auto,auto,bugfrog1024,main.go,bugfrog1024/main.go,0,0,3.048,NO_FINDINGS
2026-02-09T20:26:56.383249,semgrep:auto,auto,bugfrog1024,marbles.go,bugfrog1024/marbles.go,0,0,2.938,NO_FINDINGS
2026-02-09T20:26:59.219676,semgrep:auto,auto,bugfrog1024,marbles_chaincode.go,bugfrog1024/marbles_chaincode.go,0,0,2.835,NO_FINDINGS
2026-02-09T20:27:02.051635,semgrep:auto,auto,bugfrog1024,marbles_chaincode_private.go,bugfrog1024/marbles_chaincode_private.go,0,0,2.832,NO_FINDINGS
2026-02-09T20:27:04.900537,semgrep:auto,auto,bugfrog1024,sacc.go,bugfrog1024/sacc.go,0,0,2.849,NO_FINDINGS
2026-02-09T20:27:07.754137,semgrep:auto,auto,bugfrog1024,solution.go,bugfrog1024/solution.go,0,0,2.854,NO_FINDINGS
2026-02-09T20:27:10.661171,semgrep:auto,auto,bugfrog1024,test.go,bugfrog1024/test.go,0,0,2.907,NO_FINDINGS
2026-02-09T20:27:13.856445,semgrep:auto,auto,C0rWin,bank.go,C0rWin/bank.go,0,0,3.195,NO_FINDINGS
2026-02-09T20:27:16.678793,semgrep:auto,auto,C0rWin,person.go,C0rWin/person.go,0,0,2.821,NO_FINDINGS
2026-02-09T20:27:19.714632,semgrep:auto,auto,cactusfluo,abac.go,cactusfluo/abac.go,0,0,3.036,NO_FINDINGS
2026-02-09T20:27:22.571941,semgrep:auto,auto,cactusfluo,chaincode_example02.go,cactusfluo/chaincode_example02.go,0,0,2.857,NO_FINDINGS
2026-02-09T20:27:25.623991,semgrep:auto,auto,cactusfluo,fabcar.go,cactusfluo/fabcar.go,0,0,3.052,NO_FINDINGS
2026-02-09T20:27:28.809937,semgrep:auto,auto,cactusfluo,init.go,cactusfluo/init.go,0,0,3.186,NO_FINDINGS
2026-02-09T20:27:33.949768,semgrep:auto,auto,cactusfluo,invoke.go,cactusfluo/invoke.go,0,0,5.14,NO_FINDINGS
2026-02-09T20:27:36.916963,semgrep:auto,auto,cactusfluo,marbles_chaincode.go,cactusfluo/marbles_chaincode.go,0,0,2.967,NO_FINDINGS
2026-02-09T20:27:39.813615,semgrep:auto,auto,cactusfluo,marbles_chaincode_private.go,cactusfluo/marbles_chaincode_private.go,0,0,2.896,NO_FINDINGS
2026-02-09T20:27:42.750572,semgrep:auto,auto,cactusfluo,sacc.go,cactusfluo/sacc.go,0,0,2.937,NO_FINDINGS
2026-02-09T20:27:45.585777,semgrep:auto,auto,CaelRowley,sacc.go,CaelRowley/sacc.go,0,0,2.834,NO_FINDINGS
2026-02-09T20:27:48.535625,semgrep:auto,auto,chainHero,main.go,chainHero/main.go,0,0,2.95,NO_FINDINGS
2026-02-09T20:27:51.616950,semgrep:auto,auto,ChainNova,main.go,ChainNova/main.go,0,0,3.081,NO_FINDINGS
2026-02-09T20:27:54.782258,semgrep:auto,auto,ChaiwatSumrit,users_and_orgs.go,ChaiwatSumrit/users_and_orgs.go,0,0,3.165,NO_FINDINGS
2026-02-09T20:28:02.917033,semgrep:auto,auto,chilanti,asset_chaincode.go,chilanti/asset_chaincode.go,0,0,8.135,NO_FINDINGS
2026-02-09T20:28:06.047360,semgrep:auto,auto,chintanr97,abac.go,chintanr97/abac.go,0,0,3.13,NO_FINDINGS
2026-02-09T20:28:09.135507,semgrep:auto,auto,chintanr97,chaincode_example02.go,chintanr97/chaincode_example02.go,0,0,3.087,NO_FINDINGS
2026-02-09T20:28:12.116820,semgrep:auto,auto,chintanr97,fabcar.go,chintanr97/fabcar.go,0,0,2.981,NO_FINDINGS
2026-02-09T20:28:15.404575,semgrep:auto,auto,chintanr97,marbles_chaincode.go,chintanr97/marbles_chaincode.go,0,0,3.288,NO_FINDINGS
2026-02-09T20:28:18.399733,semgrep:auto,auto,chintanr97,marbles_chaincode_private.go,chintanr97/marbles_chaincode_private.go,0,0,2.995,NO_FINDINGS
2026-02-09T20:28:21.567628,semgrep:auto,auto,chintanr97,sacc.go,chintanr97/sacc.go,0,0,3.168,NO_FINDINGS
2026-02-09T20:28:24.816720,semgrep:auto,auto,chpwssn,redvblue.go,chpwssn/redvblue.go,0,0,3.248,NO_FINDINGS
2026-02-09T20:28:27.687303,semgrep:auto,auto,clydedacruz,simplechaincode.go,clydedacruz/simplechaincode.go,0,0,2.871,NO_FINDINGS
2026-02-09T20:28:30.614328,semgrep:auto,auto,Co-Verify,abac.go,Co-Verify/abac.go,0,0,2.927,NO_FINDINGS
2026-02-09T20:28:33.591781,semgrep:auto,auto,Co-Verify,chaincode_example02.go,Co-Verify/chaincode_example02.go,0,0,2.977,NO_FINDINGS
2026-02-09T20:28:36.788841,semgrep:auto,auto,Co-Verify,fabcar.go,Co-Verify/fabcar.go,0,0,3.196,NO_FINDINGS
2026-02-09T20:28:40.995931,semgrep:auto,auto,Co-Verify,marbles_chaincode.go,Co-Verify/marbles_chaincode.go,0,0,4.207,NO_FINDINGS
2026-02-09T20:28:44.261698,semgrep:auto,auto,Co-Verify,marbles_chaincode_private.go,Co-Verify/marbles_chaincode_private.go,0,0,3.266,NO_FINDINGS
2026-02-09T20:28:47.256599,semgrep:auto,auto,Co-Verify,sacc.go,Co-Verify/sacc.go,0,0,2.995,NO_FINDINGS
2026-02-09T20:28:50.399679,semgrep:auto,auto,code2understand,01_simple_chaincode.go,code2understand/01_simple_chaincode.go,0,0,3.143,NO_FINDINGS
2026-02-09T20:28:53.486925,semgrep:auto,auto,code2understand,02_composite_asset_chaincode.go,code2understand/02_composite_asset_chaincode.go,0,0,3.087,NO_FINDINGS
2026-02-09T20:28:56.557666,semgrep:auto,auto,code2understand,03_range_keys_chaincode.go,code2understand/03_range_keys_chaincode.go,0,0,3.071,NO_FINDINGS
2026-02-09T20:28:59.457566,semgrep:auto,auto,code2understand,04_history_of_keys.go,code2understand/04_history_of_keys.go,0,0,2.9,NO_FINDINGS
2026-02-09T20:29:02.418412,semgrep:auto,auto,code2understand,05_issue_events.go,code2understand/05_issue_events.go,0,0,2.961,NO_FINDINGS
2026-02-09T20:29:05.478640,semgrep:auto,auto,cosmos-sdk-0.43,authorization_grant.go,cosmos-sdk-0.43/authorization_grant.go,0,0,3.06,NO_FINDINGS
2026-02-09T20:29:08.522140,semgrep:auto,auto,cprinyarux,calc.go,cprinyarux/calc.go,0,0,3.044,NO_FINDINGS
2026-02-09T20:29:12.502942,semgrep:auto,auto,cprinyarux,caller.go,cprinyarux/caller.go,0,0,3.981,NO_FINDINGS
2026-02-09T20:29:15.481867,semgrep:auto,auto,cprinyarux,chaincode_example02.go,cprinyarux/chaincode_example02.go,0,0,2.979,NO_FINDINGS
2026-02-09T20:29:18.570596,semgrep:auto,auto,cprinyarux,erc20.go,cprinyarux/erc20.go,0,0,3.088,NO_FINDINGS
2026-02-09T20:29:21.717448,semgrep:auto,auto,cprinyarux,priv.go,cprinyarux/priv.go,0,0,3.147,NO_FINDINGS
2026-02-09T20:29:24.552688,semgrep:auto,auto,cprinyarux,qry.go,cprinyarux/qry.go,0,0,2.835,NO_FINDINGS
2026-02-09T20:29:27.400736,semgrep:auto,auto,cprinyarux,token.go,cprinyarux/token.go,0,0,2.848,NO_FINDINGS
2026-02-09T20:29:30.195616,semgrep:auto,auto,cristiano-andrade,chaincode-test.go,cristiano-andrade/chaincode-test.go,0,0,2.794,NO_FINDINGS
2026-02-09T20:29:32.972083,semgrep:auto,auto,ctacampado,beacon_cmpgns.go,ctacampado/beacon_cmpgns.go,0,0,2.776,NO_FINDINGS
2026-02-09T20:29:35.775924,semgrep:auto,auto,ctacampado,beacon_identity.go,ctacampado/beacon_identity.go,0,0,2.804,NO_FINDINGS
2026-02-09T20:29:38.778976,semgrep:auto,auto,ctacampado,beacon_transact.go,ctacampado/beacon_transact.go,0,0,3.003,NO_FINDINGS
2026-02-09T20:29:41.747001,semgrep:auto,auto,dachrillz,chaincode.go,dachrillz/chaincode.go,0,0,2.967,NO_FINDINGS
2026-02-09T20:29:44.910438,semgrep:auto,auto,DappCampus,chaincode.go,DappCampus/chaincode.go,0,0,3.163,NO_FINDINGS
2026-02-09T20:29:48.019343,semgrep:auto,auto,DappCampus,controller.go,DappCampus/controller.go,0,0,3.109,NO_FINDINGS
2026-02-09T20:29:51.156881,semgrep:auto,auto,daveyMedvedev,main.go,daveyMedvedev/main.go,0,0,3.138,NO_FINDINGS
2026-02-09T20:29:54.060595,semgrep:auto,auto,dbadoy,fabcar.go,dbadoy/fabcar.go,0,0,2.903,NO_FINDINGS
2026-02-09T20:29:56.942794,semgrep:auto,auto,dcbove,chaincode_example02.go,dcbove/chaincode_example02.go,0,0,2.882,NO_FINDINGS
2026-02-09T20:30:00.211442,semgrep:auto,auto,DCoT-EL,dcotWorkflow.go,DCoT-EL/dcotWorkflow.go,0,0,3.268,NO_FINDINGS
2026-02-09T20:30:03.480424,semgrep:auto,auto,debutdeveloper,debut_asset.go,debutdeveloper/debut_asset.go,0,0,3.268,NO_FINDINGS
2026-02-09T20:30:06.817936,semgrep:auto,auto,deevotech,food_supplychain.go,deevotech/food_supplychain.go,0,0,3.338,NO_FINDINGS
2026-02-09T20:30:10.052349,semgrep:auto,auto,deevotech,supplychain.go,deevotech/supplychain.go,0,0,3.233,NO_FINDINGS
2026-02-09T20:30:13.364311,semgrep:auto,auto,deevotech,supplychain_account.go,deevotech/supplychain_account.go,0,0,3.312,NO_FINDINGS
2026-02-09T20:30:16.593952,semgrep:auto,auto,demonsh,example_base.go,demonsh/example_base.go,0,0,3.23,NO_FINDINGS
2026-02-09T20:30:19.747281,semgrep:auto,auto,dempsey-ycr,chaincode_example02.go,dempsey-ycr/chaincode_example02.go,0,0,3.153,NO_FINDINGS
2026-02-09T20:30:23.247865,semgrep:auto,auto,DID-hyperledger,did.go,DID-hyperledger/did.go,0,0,3.501,NO_FINDINGS
2026-02-09T20:30:26.134634,semgrep:auto,auto,einai,main.go,einai/main.go,0,0,2.886,NO_FINDINGS
2026-02-09T20:30:29.096438,semgrep:auto,auto,elciusferreira,accountController.go,elciusferreira/accountController.go,0,0,2.962,NO_FINDINGS
2026-02-09T20:30:32.416230,semgrep:auto,auto,elciusferreira,cardController.go,elciusferreira/cardController.go,0,0,3.32,NO_FINDINGS
2026-02-09T20:30:35.488099,semgrep:auto,auto,elciusferreira,transferController.go,elciusferreira/transferController.go,0,0,3.072,NO_FINDINGS
2026-02-09T20:30:40.813603,semgrep:auto,auto,elite-elf,chaincode_example02.go,elite-elf/chaincode_example02.go,0,0,5.326,NO_FINDINGS
2026-02-09T20:30:43.969934,semgrep:auto,auto,eshita53,abac.go,eshita53/abac.go,0,0,3.156,NO_FINDINGS
2026-02-09T20:30:46.834784,semgrep:auto,auto,eshita53,chaincode_example02.go,eshita53/chaincode_example02.go,0,0,2.864,NO_FINDINGS
2026-02-09T20:30:49.779997,semgrep:auto,auto,eshita53,fabcar.go,eshita53/fabcar.go,0,0,2.945,NO_FINDINGS
2026-02-09T20:30:52.788107,semgrep:auto,auto,eshita53,marbles_chaincode.go,eshita53/marbles_chaincode.go,0,0,3.008,NO_FINDINGS
2026-02-09T20:30:55.937892,semgrep:auto,auto,eshita53,marbles_chaincode_private.go,eshita53/marbles_chaincode_private.go,0,0,3.15,NO_FINDINGS
2026-02-09T20:30:58.752039,semgrep:auto,auto,eshita53,sacc.go,eshita53/sacc.go,0,0,2.814,NO_FINDINGS
